,Total Return,Annualized Return,Annualized Volatility,Max Drawdown,Sharpe Ratio,Information Ratio,Modified IR,Mean Stocks (75% coverage),Mean Stocks (90% coverage),strategy,model,objective
0,21.088181505092507,8.183879025430274,10.86160287391672,-16.86563064325306,0.26779325397459897,0.5166655693712804,0.36561322526371315,35.74877650897227,41.64110929853181,XGBoost GMV,xgboost,gmv
