Total Return (%),Annualized Return (%),Annualized Volatility (%),Max Drawdown (%),Sharpe Ratio,Strategy
28.91347508570901,11.00508248790706,12.317808030468353,-22.565835551573777,0.4875122646053066,MV GMIR
28.91347508570901,11.00508248790706,12.317808030468353,-22.565835551573777,0.4875122646053066,MV GMIR
28.913483376979144,11.005085422890604,12.317807052200838,-22.565839784195653,0.4875125415946231,MV GMIR
28.913483376979144,11.005085422890604,12.317807052200838,-22.565839784195653,0.4875125415946231,MV GMIR
28.913510325012727,11.00509496208395,12.31780963869425,-22.565826757920593,0.487513213649608,MV GMIR
28.913510325012727,11.00509496208395,12.31780963869425,-22.565826757920593,0.487513213649608,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
28.913485607269763,11.005086212379569,12.317808903301229,-22.56584542099066,0.4875125324253225,MV GMIR
25.152756909265666,9.662230102441203,11.595728152657244,-17.250379775137336,0.4020644534834857,MV GMV
28.913487383984048,11.005086841309383,12.317808882244288,-22.56584318789796,0.4875125843172903,MV GMIR
28.913487383984048,11.005086841309385,12.317808882244288,-22.56584318789796,0.4875125843172903,MV GMIR
