,Total Return,Annualized Return,Annualized Volatility,Max Drawdown,Sharpe Ratio,Information Ratio,Modified IR,Mean Stocks (75% coverage),Mean Stocks (90% coverage),strategy,model,objective
0,18.17226699366874,7.1052208192547095,11.427218530291757,-19.85371476782761,0.1647283598054619,-0.025854580528462887,0.22252194553384697,30.38662316476346,34.86296900489396,XGBoost GMIR,xgboost,gmir
