Date,portfolio_value,daily_returns
2024-01-11,1.0025817862680273,0.0025817862680272722
2024-01-12,1.0108636248425382,0.00826051169883997
2024-01-15,1.0171331473887464,0.0062021447721841115
2024-01-16,1.0135693119606703,-0.003503804233718412
2024-01-17,1.0004556432586453,-0.012938107485375407
2024-01-18,0.9972834765581635,-0.0031707219823855445
2024-01-19,1.0076314047045838,0.0103761151063417
2024-01-23,0.9894838991691035,-0.018010063452518862
2024-01-24,1.0028063702980785,0.0134640605472836
2024-01-25,0.9985341853120485,-0.004260229205325237
2024-01-29,1.0151554373644507,0.01664565149285092
2024-01-30,1.0063996687994337,-0.008625052127730012
2024-01-31,1.0152075085380976,0.00875183091939127
2024-02-01,1.0115899107580264,-0.0035634072341333553
2024-02-02,1.0232878660135276,0.011563930334907655
2024-02-05,1.0187211629716846,-0.004462774546163394
2024-02-06,1.028869759928769,0.00996209495391309
2024-02-07,1.0302239814955412,0.0013162225380847982
2024-02-08,1.0215354232424174,-0.008433659484912162
2024-02-09,1.022836737527697,0.0012738807247126072
2024-02-12,1.0154337967362723,-0.0072376563334225555
2024-02-13,1.014855891237786,-0.0005691217884845442
2024-02-14,1.0190463372377097,0.004129104472963616
2024-02-15,1.0233158487241643,0.004189712803470411
2024-02-16,1.03348842878859,0.009940801832697624
2024-02-19,1.0368578338194547,0.0032602252110498246
2024-02-20,1.0376816576999162,0.000794538897803083
2024-02-21,1.0279406033358665,-0.009387324418590375
2024-02-22,1.0368761397602213,0.008692658306673809
2024-02-23,1.036554201106868,-0.0003104890169693885
2024-02-26,1.031576600690282,-0.004802064775069951
2024-02-27,1.0359102180707844,0.004200965180484452
2024-02-28,1.0252040039977983,-0.010335079127730427
2024-02-29,1.0270900920621078,0.0018397197601204287
2024-03-01,1.0351268455634972,0.007824779504253318
2024-03-04,1.039127501170984,0.0038648940703579792
2024-03-05,1.037369024332991,-0.001692262822426965
2024-03-06,1.0457630833448621,0.008091680795335452
2024-03-07,1.0503479367317485,0.0043842180508245196
2024-03-11,1.0452395478209886,-0.004863520679304696
2024-03-12,1.0411047380507799,-0.003955848952356004
2024-03-13,1.0256183309496245,-0.014874975144335537
2024-03-14,1.036269921472316,0.010385530563624935
2024-03-15,1.0323794553100283,-0.0037542980662412725
2024-03-18,1.033683366373329,0.0012630153153416585
2024-03-19,1.0185260403261367,-0.014663412936953397
2024-03-20,1.018078039472039,-0.0004398521356942925
2024-03-21,1.027830402334402,0.009579189889431718
2024-03-22,1.034262921853809,0.006258347198912888
2024-03-26,1.029900192210973,-0.0042182017267101265
2024-03-27,1.0320625592217656,0.0020995888991441444
2024-03-28,1.042760106407969,0.010365211963768937
2024-04-01,1.0470694913980048,0.004132671516251827
2024-04-02,1.0459987747488226,-0.0010225841340794001
2024-04-03,1.0441683293146573,-0.0017499498836457345
2024-04-04,1.0451939786673177,0.000982264376217634
2024-04-05,1.0457956642228687,0.0005756687924266704
2024-04-08,1.0514811823430432,0.005436547802480585
2024-04-09,1.049153667602014,-0.0022135581502683143
2024-04-10,1.0553526557489354,0.005908560717411682
2024-04-12,1.0432042863893667,-0.01151119419029426
2024-04-15,1.0325065617922555,-0.010254678529108562
2024-04-16,1.0257964405568298,-0.006498865463651841
2024-04-18,1.019142560916449,-0.006486549745453255
2024-04-19,1.0232116136264091,0.003992623668175653
2024-04-22,1.0316304963644778,0.00822789990452805
2024-04-23,1.0321257524410532,0.00048007118665132145
2024-04-24,1.033589353889214,0.0014180456642024807
2024-04-25,1.039944038308126,0.006148171316781089
2024-04-26,1.0340884650505846,-0.005630661883564056
2024-04-29,1.036877944888993,0.0026975253401285647
2024-04-30,1.0378267798143503,0.0009150883477019618
2024-05-02,1.042186695972097,0.004201005642315906
2024-05-03,1.0366229725776088,-0.005338509324664302
2024-05-06,1.028763297044389,-0.007582000149655647
2024-05-07,1.0228089521890977,-0.005787866725414785
2024-05-08,1.0281438651675407,0.005215942788753195
2024-05-09,1.012654307512755,-0.015065554714234217
2024-05-10,1.0235232294739323,0.010733101988054826
2024-05-13,1.023106422926086,-0.00040722724784706337
2024-05-14,1.0301709584727026,0.006904986019354537
2024-05-15,1.0345904935386985,0.004290098676969189
2024-05-16,1.044373939772902,0.009456346540301436
2024-05-17,1.0458848995403764,0.0014467612700131592
2024-05-21,1.0561612544814996,0.009825512296467047
2024-05-22,1.0600909061717432,0.0037206929089372265
2024-05-23,1.0715273313377298,0.010788155147266209
2024-05-24,1.069377325199911,-0.00200648744548091
2024-05-27,1.0665582201962158,-0.0026362116881130907
2024-05-28,1.0656422417193543,-0.0008588171367643874
2024-05-29,1.0641088457014547,-0.0014389407231320428
2024-05-30,1.0480606218239699,-0.015081374374729317
2024-05-31,1.0485824599600957,0.000497908351157858
2024-06-03,1.0833163431055215,0.03312460819414019
2024-06-04,1.0187503067610073,-0.05960035289361919
2024-06-05,1.055353466740454,0.03592947136950783
2024-06-06,1.0656534800740254,0.009759775902744537
2024-06-07,1.086626619844311,0.019681012789287525
2024-06-10,1.089626857589024,0.0027610567327559232
2024-06-11,1.0900363859716478,0.00037584277569112666
2024-06-12,1.0953029786250588,0.004831575093446511
2024-06-13,1.100183764757446,0.004456105961214575
2024-06-14,1.10372714017731,0.003220712333130507
2024-06-18,1.1075293938942379,0.0034449218276149315
2024-06-19,1.0961839378471032,-0.010243932223994882
2024-06-20,1.0946714678320175,-0.0013797593294936025
2024-06-21,1.0910876904882783,-0.0032738382693365724
2024-06-24,1.095057621577134,0.003638507815150212
2024-06-25,1.098053369482186,0.002735698876500506
2024-06-26,1.1039686107959945,0.005387025328830766
2024-06-27,1.1115662569132232,0.0068821215050223995
2024-06-28,1.1112390377510688,-0.00029437666006788566
2024-07-01,1.1130949804439139,0.001670156131844649
2024-07-02,1.1115529976167249,-0.001385311095890524
2024-07-03,1.1182032327266709,0.005982832239402617
2024-07-04,1.1176340486272676,-0.000509016682070796
2024-07-05,1.1244704615237873,0.006116861690923348
2024-07-08,1.1240855118262512,-0.0003423386480195807
2024-07-09,1.1307620509841556,0.0059395295888631655
2024-07-10,1.128738367718404,-0.001789663231084093
2024-07-11,1.1272647144083368,-0.001305575634011682
2024-07-12,1.1339645254320068,0.00594342299376123
2024-07-15,1.1404373564078292,0.005708142389512899
2024-07-16,1.1423400496677838,0.0016683891046394871
2024-07-18,1.1466295259924624,0.0037549907542207615
2024-07-19,1.131203846238973,-0.01345306343837406
2024-07-22,1.1338898636582209,0.0023744769151717773
2024-07-23,1.13941689354302,0.004874397471873836
2024-07-24,1.1381493851210034,-0.0011124184915982183
2024-07-25,1.1375083985117267,-0.0005631831969126792
2024-07-26,1.161686671312572,0.02125546750466132
2024-07-29,1.1615036544924282,-0.00015754404751573692
2024-07-30,1.164268137531274,0.0023800898328243097
2024-07-31,1.1705667745184354,0.005409953930816176
2024-08-01,1.1769696772119005,0.005469916653066648
2024-08-02,1.159880923502776,-0.014519281201539218
2024-08-05,1.1299913655353013,-0.025769505612015714
2024-08-06,1.124439702188326,-0.004913013954177823
2024-08-07,1.1438728977293797,0.017282559040946326
2024-08-08,1.1328284282648875,-0.009655329264655054
2024-08-09,1.1485024175249,0.013836154592288643
2024-08-12,1.1469657921274912,-0.0013379383220805015
2024-08-13,1.1403165956468273,-0.005797205571693888
2024-08-14,1.1379368506578222,-0.002086916035502502
2024-08-16,1.1586136167747572,0.018170398563841277
2024-08-19,1.1645353394687987,0.0051110418592574544
2024-08-20,1.1726494916959478,0.00696771660948504
2024-08-21,1.1793857703762103,0.005744494606414978
2024-08-22,1.1823947471419374,0.002551308351606832
2024-08-23,1.1823785677707972,-1.3683561415844705e-05
2024-08-26,1.1920130437391188,0.008148385154245515
2024-08-27,1.1905795742081893,-0.0012025619505244998
2024-08-28,1.1915925019189815,0.0008507853928753925
2024-08-29,1.1963905190525643,0.004026558681643224
2024-08-30,1.2012844180302735,0.004090553126068466
2024-09-02,1.2030186938635286,0.0014436846155872797
2024-09-03,1.203795632152417,0.0006458239534029049
2024-09-04,1.1990500610185275,-0.003942173411448852
2024-09-05,1.1984536436208573,-0.0004974082543005256
2024-09-06,1.1880649153471916,-0.008668443981094212
2024-09-09,1.1873555784520766,-0.0005970523040886863
2024-09-10,1.1929483311603455,0.0047102593441806
2024-09-11,1.1867443039539176,-0.005200583331545825
