,Total Return,Annualized Return,Annualized Volatility,Max Drawdown,Sharpe Ratio,Information Ratio,Modified IR,Mean Stocks (75% coverage),Mean Stocks (90% coverage),strategy,model,objective
0,16.99942048532861,6.666942130498965,11.402953103227514,-19.500770075686525,0.12851043501177814,-0.18781401086883115,0.1998868715672604,30.453507340946167,35.00652528548124,ARIMA-GARCH GMIR,arima_garch,gmir
